"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"12/21/2024","AQS","090030025","1","0.2","ppm","2","Huntley Place-Hartford","24","100.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/22/2024","AQS","090030025","1","0.2","ppm","2","Huntley Place-Hartford","24","100.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/23/2024","AQS","090030025","1","0.5","ppm","6","Huntley Place-Hartford","24","100.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/24/2024","AQS","090030025","1","0.5","ppm","6","Huntley Place-Hartford","4","17.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/26/2024","AQS","090030025","1","0.9","ppm","10","Huntley Place-Hartford","16","67.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/27/2024","AQS","090030025","1","0.9","ppm","10","Huntley Place-Hartford","4","17.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"12/31/2024","AQS","090030025","1","0.5","ppm","6","Huntley Place-Hartford","16","67.0000","42101","Carbon monoxide","593","25540","Hartford-West Hartford-East Hartford, CT","09","Connecticut","003","Hartford","41.771444","-72.679923"
"01/01/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","18","75.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/02/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/03/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/04/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/05/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/06/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/07/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/08/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/09/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/10/2024","AQS","090050005","1","0.4","ppm","5","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/11/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/12/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/13/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/14/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/15/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/16/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/17/2024","AQS","090050005","1","0.6","ppm","7","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/18/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/19/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/20/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/21/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/22/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/23/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","12","50.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/24/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","17","71.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/25/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/26/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/27/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/28/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/29/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/30/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/31/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/01/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/02/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/03/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/04/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/05/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/06/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/07/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/08/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/09/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/10/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/11/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/12/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/13/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","17","71.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/14/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","11","46.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/15/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/16/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/17/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/18/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/19/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/20/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/21/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/22/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/23/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/24/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/25/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/26/2024","AQS","090050005","1","0.3","ppm","3","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/27/2024","AQS","090050005","1","0.3","ppm","3","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/28/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"02/29/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/01/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/02/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/03/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/04/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/05/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/06/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/07/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/08/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/09/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/10/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/11/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/12/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/13/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/14/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/15/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/16/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/17/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/18/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/19/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/20/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/21/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/22/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/23/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","21","88.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/24/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","19","79.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/25/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/26/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/27/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/28/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/29/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/30/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"03/31/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/01/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/02/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/03/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","21","88.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/04/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/05/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/06/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/07/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/08/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/09/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/10/2024","AQS","090050005","1","0.3","ppm","3","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/11/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/12/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/13/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/14/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/15/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/16/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/17/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/18/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/19/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/20/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/21/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/22/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","15","63.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/23/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/24/2024","AQS","090050005","1","0.3","ppm","3","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/25/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/26/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/27/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/28/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"04/29/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","4","17.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"05/03/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"05/04/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"05/05/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
