"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/02/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/03/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/04/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/05/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/06/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/07/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/08/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/09/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/10/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/11/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/12/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/13/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/14/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/15/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/16/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/17/2024","AQS","090010010","1","1.1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/18/2024","AQS","090010010","1","1.4","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/19/2024","AQS","090010010","1","0.8","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/20/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/21/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/22/2024","AQS","090010010","1","1.1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/23/2024","AQS","090010010","1","1.2","ppb","1","Roosevelt School-Bridgeport","21","88.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/24/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/25/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/26/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/27/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/28/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/29/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","22","92.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/30/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/31/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/01/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/02/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/03/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/04/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/05/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/06/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/07/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/08/2024","AQS","090010010","1","1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/09/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/10/2024","AQS","090010010","1","1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/11/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/12/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/13/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/14/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/15/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/16/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/17/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/18/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/19/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/20/2024","AQS","090010010","1","1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/21/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","22","92.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/22/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/23/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/24/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/25/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/26/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/27/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","18","75.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/28/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","19","79.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"02/29/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/01/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/02/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/03/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/04/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/05/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/06/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/07/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/08/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/09/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/10/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/11/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/13/2024","AQS","090010010","1","0.8","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/14/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","18","75.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/15/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/16/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/17/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/19/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","20","83.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/20/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","21","88.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/26/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","21","88.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/28/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/29/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/30/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"03/31/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/01/2024","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/02/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/03/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/04/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/05/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/06/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/07/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/08/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","22","92.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/09/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/10/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","22","92.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/11/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/12/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/13/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/14/2024","AQS","090010010","1","2.4","ppb","3","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/15/2024","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","22","92.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/16/2024","AQS","090010010","1","0.9","ppb","0","Roosevelt School-Bridgeport","21","88.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/17/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/18/2024","AQS","090010010","1","0","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/19/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/20/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/21/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/22/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/23/2024","AQS","090010010","1","1.1","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/24/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/25/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/26/2024","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/27/2024","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/28/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/29/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"04/30/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"05/01/2024","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"05/02/2024","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"05/03/2024","AQS","090010010","1","0.1","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","560","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
