"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/22/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/23/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/24/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/25/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/26/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/27/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/28/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/29/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/30/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"07/31/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/01/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/02/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/03/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/04/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/05/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/06/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/07/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/08/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/09/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/10/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/11/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/12/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/13/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/14/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/15/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/16/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/17/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/18/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/19/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/20/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/21/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/22/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/23/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/24/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/25/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/26/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/27/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/28/2024","AQS","090050005","1","0.6","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/29/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/30/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"08/31/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/01/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/02/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/03/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/04/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/05/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/06/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/07/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/08/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/09/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/10/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/11/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/12/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/13/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/14/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/15/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/16/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/17/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/18/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/19/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/20/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/21/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/22/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/23/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/24/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/25/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/26/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/27/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/28/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/29/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"09/30/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/01/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/02/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/03/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/04/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/05/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/06/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/07/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/08/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/09/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/10/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/11/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/12/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/13/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/14/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/16/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/17/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/18/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/19/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/20/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/21/2024","AQS","090050005","1","0.5","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/22/2024","AQS","090050005","1","0.4","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/23/2024","AQS","090050005","1","0.5","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/24/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/25/2024","AQS","090050005","1","0.8","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/26/2024","AQS","090050005","1","0.7","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/27/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/28/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/29/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/30/2024","AQS","090050005","1","0.6","ppb","0","Mohawk Mt-Cornwall","21","88.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"10/31/2024","AQS","090050005","1","0.5","ppb","0","Mohawk Mt-Cornwall","19","79.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/01/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/02/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/03/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/04/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/05/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/06/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","21","88.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/07/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","21","88.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/08/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/09/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/10/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/11/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/12/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","22","92.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/13/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/14/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/15/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/16/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/17/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/18/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/19/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/20/2024","AQS","090050005","1","1.2","ppb","1","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/21/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/22/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/23/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/24/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/25/2024","AQS","090050005","1","0.2","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/26/2024","AQS","090050005","1","0.4","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/27/2024","AQS","090050005","1","0.3","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/28/2024","AQS","090050005","1","0.1","ppb","0","Mohawk Mt-Cornwall","23","96.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/29/2024","AQS","090050005","1","0","ppb","0","Mohawk Mt-Cornwall","24","100.0000","42401","Sulfur dioxide","560","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
